"Index"	"Accuracy"	"Sensitivity"	"Specificity"	"T2"	"V1"	"V2"	"V3"
"380"	"380"	"0.988888888888889"	"0.987341772151899"	"1"	"3.96694040838071"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"381"	"381"	"0.988888888888889"	"0.987341772151899"	"1"	"4.47195761949362"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"382"	"382"	"0.944444444444444"	"0.936708860759494"	"1"	"4.53104234618128"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"383"	"383"	"0.966666666666667"	"0.962025316455696"	"1"	"4.6187287429517"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"384"	"384"	"1"	"1"	"1"	"3.93757318397965"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"385"	"385"	"0.988888888888889"	"0.987341772151899"	"1"	"3.97908670822824"	"PYCR1|5831"	"RTKN2|219790"	"SYNJ2|8871"
"386"	"386"	"1"	"1"	"1"	"4.24423116698613"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"387"	"387"	"0.988888888888889"	"0.987341772151899"	"1"	"3.89997996664562"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"388"	"388"	"0.988888888888889"	"0.987341772151899"	"1"	"4.25766368389869"	"PYCR1|5831"	"RTKN2|219790"	"SLC19A1|6573"
"389"	"389"	"0.966666666666667"	"0.962025316455696"	"1"	"3.85624716745697"	"CCNB2|9133"	"ETV4|2118"	"RTKN2|219790"
"390"	"390"	"0.966666666666667"	"0.962025316455696"	"1"	"4.44662914557409"	"RTKN2|219790"	"TOP2A|7153"	"TUBA1B|10376"
"391"	"391"	"0.988888888888889"	"0.987341772151899"	"1"	"4.25245313525751"	"PYCR1|5831"	"RTKN2|219790"	"SLC19A1|6573"
"392"	"392"	"0.966666666666667"	"0.962025316455696"	"1"	"4.15643023899884"	"PYCR1|5831"	"RNH1|6050"	"RTKN2|219790"
"393"	"393"	"0.977777777777778"	"0.974683544303797"	"1"	"4.20345684928458"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"394"	"394"	"1"	"1"	"1"	"4.08421106007081"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"395"	"395"	"0.988888888888889"	"0.987341772151899"	"1"	"4.18572727045465"	"C13orf15|28984"	"PYCR1|5831"	"SLC19A1|6573"
"396"	"396"	"1"	"1"	"1"	"3.50129485034005"	"ETV4|2118"	"RTKN2|219790"	"ZWINT|11130"
"397"	"397"	"0.977777777777778"	"0.974683544303797"	"1"	"3.84801046395506"	"PYCR1|5831"	"RTKN2|219790"	"SYNJ2|8871"
"398"	"398"	"0.988888888888889"	"0.987341772151899"	"1"	"3.94268185768189"	"ETV4|2118"	"RTKN2|219790"	"TOP2A|7153"
"399"	"399"	"0.966666666666667"	"0.962025316455696"	"1"	"4.27987336119214"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"400"	"400"	"1"	"1"	"1"	"3.86974568724341"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"401"	"401"	"0.988888888888889"	"0.987341772151899"	"1"	"4.10255748140267"	"PECAM1|5175"	"PYCR1|5831"	"SLC19A1|6573"
"402"	"402"	"0.988888888888889"	"0.987341772151899"	"1"	"4.06870455583946"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"403"	"403"	"0.977777777777778"	"0.974683544303797"	"1"	"3.97081397726271"	"PYCR1|5831"	"RTKN2|219790"	"SLC19A1|6573"
"404"	"404"	"0.988888888888889"	"0.987341772151899"	"1"	"4.205685938603"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"405"	"405"	"0.966666666666667"	"0.962025316455696"	"1"	"4.20555652801312"	"C13orf15|28984"	"PYCR1|5831"	"SLC19A1|6573"
"406"	"406"	"0.955555555555556"	"0.949367088607595"	"1"	"4.24187343151828"	"ASPM|259266"	"RTKN2|219790"	"TMPRSS4|56649"
"407"	"407"	"1"	"1"	"1"	"3.61998393509632"	"PNPLA6|10908"	"PYCR1|5831"	"SYNJ2|8871"
"408"	"408"	"0.966666666666667"	"0.962025316455696"	"1"	"4.25681903785493"	"PECAM1|5175"	"PYCR1|5831"	"SLC19A1|6573"
"409"	"409"	"1"	"1"	"1"	"4.09529984361889"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"410"	"410"	"1"	"1"	"1"	"4.02016472836992"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"411"	"411"	"0.955555555555556"	"0.949367088607595"	"1"	"4.54446395196018"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"412"	"412"	"0.966666666666667"	"0.962025316455696"	"1"	"4.19704594804967"	"ETV4|2118"	"RTKN2|219790"	"TOP2A|7153"
"413"	"413"	"0.977777777777778"	"0.974683544303797"	"1"	"4.29206497993024"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"414"	"414"	"0.988888888888889"	"0.987341772151899"	"1"	"4.11344589373078"	"C13orf15|28984"	"PYCR1|5831"	"SLC19A1|6573"
"415"	"415"	"0.988888888888889"	"0.987341772151899"	"1"	"4.18789806157869"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"416"	"416"	"0.977777777777778"	"0.974683544303797"	"1"	"4.04281317251785"	"RTKN2|219790"	"TOP2A|7153"	"TUBA1B|10376"
"417"	"417"	"1"	"1"	"1"	"3.41175909111779"	"DGKA|1606"	"KANK3|256949"	"PYCR1|5831"
"418"	"418"	"0.988888888888889"	"0.987341772151899"	"1"	"4.14392580406304"	"ASPM|259266"	"ETV4|2118"	"RTKN2|219790"
"419"	"419"	"0.977777777777778"	"0.974683544303797"	"1"	"4.31526625985219"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"420"	"420"	"1"	"1"	"1"	"3.89641303149744"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"421"	"421"	"0.977777777777778"	"0.974683544303797"	"1"	"4.01136836550374"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"422"	"422"	"0.988888888888889"	"0.987341772151899"	"1"	"4.02311317728561"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"423"	"423"	"0.988888888888889"	"0.987341772151899"	"1"	"4.15864232313933"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"424"	"424"	"0.988888888888889"	"0.987341772151899"	"1"	"4.0086770557881"	"C13orf15|28984"	"PYCR1|5831"	"SLC19A1|6573"
"425"	"425"	"1"	"1"	"1"	"3.61769425642926"	"DGKA|1606"	"KANK3|256949"	"PYCR1|5831"
"426"	"426"	"0.966666666666667"	"0.962025316455696"	"1"	"4.62665344782998"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"427"	"427"	"0.966666666666667"	"0.962025316455696"	"1"	"4.5306433942332"	"ASPM|259266"	"ETV4|2118"	"RTKN2|219790"
"428"	"428"	"0.977777777777778"	"0.974683544303797"	"1"	"4.04119542147954"	"C13orf15|28984"	"PYCR1|5831"	"SLC19A1|6573"
"429"	"429"	"0.977777777777778"	"0.974683544303797"	"1"	"3.98428164149595"	"C13orf15|28984"	"PYCR1|5831"	"SLC19A1|6573"
"430"	"430"	"1"	"1"	"1"	"4.09596241571653"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"431"	"431"	"0.988888888888889"	"0.987341772151899"	"1"	"4.27502593856445"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"432"	"432"	"0.977777777777778"	"0.974683544303797"	"1"	"4.15534580995313"	"C13orf15|28984"	"PYCR1|5831"	"SLC19A1|6573"
"433"	"433"	"0.988888888888889"	"0.987341772151899"	"1"	"3.67648678259277"	"EPAS1|2034"	"LGR4|55366"	"PYCR1|5831"
"434"	"434"	"1"	"1"	"1"	"4.01387163967289"	"ARL2|402"	"EPAS1|2034"	"PYCR1|5831"
"435"	"435"	"0.966666666666667"	"0.962025316455696"	"1"	"4.22323800334926"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"436"	"436"	"0.988888888888889"	"0.987341772151899"	"1"	"4.11340723034264"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"437"	"437"	"1"	"1"	"1"	"4.13532850734635"	"FUT2|2524"	"RTKN2|219790"	"TOP2A|7153"
"438"	"438"	"0.988888888888889"	"0.987341772151899"	"1"	"4.1986439681249"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"439"	"439"	"1"	"1"	"1"	"3.80899049953793"	"PYCR1|5831"	"RAMP2|10266"	"SLC19A1|6573"
"440"	"440"	"1"	"1"	"1"	"4.00775110275722"	"ARL2|402"	"EPAS1|2034"	"PYCR1|5831"
"441"	"441"	"0.988888888888889"	"0.987341772151899"	"1"	"4.10621209907947"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"442"	"442"	"1"	"1"	"1"	"3.92203853373485"	"C13orf15|28984"	"PYCR1|5831"	"SLC19A1|6573"
"443"	"443"	"1"	"1"	"1"	"4.08927383902153"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"444"	"444"	"0.977777777777778"	"0.974683544303797"	"1"	"4.26842202389759"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"445"	"445"	"0.977777777777778"	"0.974683544303797"	"1"	"4.27174569453433"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"446"	"446"	"0.977777777777778"	"0.974683544303797"	"1"	"3.95713036120144"	"C13orf15|28984"	"PYCR1|5831"	"SLC19A1|6573"
"447"	"447"	"0.977777777777778"	"0.974683544303797"	"1"	"4.0718334177582"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"448"	"448"	"1"	"1"	"1"	"3.8830265934904"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"449"	"449"	"0.988888888888889"	"0.987341772151899"	"1"	"4.36319192271154"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"450"	"450"	"0.988888888888889"	"0.987341772151899"	"1"	"4.50372379641492"	"RTKN2|219790"	"TMPRSS4|56649"	"TOP2A|7153"
"451"	"451"	"0.966666666666667"	"0.962025316455696"	"1"	"4.29826534336825"	"PYCR1|5831"	"RTKN2|219790"	"SLC19A1|6573"
"452"	"452"	"1"	"1"	"1"	"4.07527984011082"	"FUT2|2524"	"RTKN2|219790"	"TOP2A|7153"
"453"	"453"	"0.977777777777778"	"0.974683544303797"	"1"	"4.40407953993239"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"454"	"454"	"1"	"1"	"1"	"3.80889429075588"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"455"	"455"	"1"	"1"	"1"	"4.26992816645291"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"456"	"456"	"0.988888888888889"	"0.987341772151899"	"1"	"3.68753824043104"	"EPAS1|2034"	"PYCR1|5831"	"SLC19A1|6573"
"457"	"457"	"1"	"1"	"1"	"4.05913100222121"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"458"	"458"	"0.988888888888889"	"0.987341772151899"	"1"	"3.87997455921699"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"459"	"459"	"0.988888888888889"	"0.987341772151899"	"1"	"3.89315814531996"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"460"	"460"	"0.977777777777778"	"0.974683544303797"	"1"	"4.299377383913"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"461"	"461"	"1"	"1"	"1"	"4.02952032888304"	"EPAS1|2034"	"KIAA0430|9665"	"PYCR1|5831"
"462"	"462"	"1"	"1"	"1"	"3.88560790707571"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"463"	"463"	"0.988888888888889"	"0.987341772151899"	"1"	"3.94389189047598"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"464"	"464"	"0.988888888888889"	"0.987341772151899"	"1"	"4.00265248781433"	"PYCR1|5831"	"RTKN2|219790"	"SLC19A1|6573"
"465"	"465"	"0.966666666666667"	"0.962025316455696"	"1"	"4.25135603361355"	"PYCR1|5831"	"RTKN2|219790"	"SLC19A1|6573"
"466"	"466"	"0.988888888888889"	"0.987341772151899"	"1"	"3.83182858586582"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"467"	"467"	"0.966666666666667"	"0.962025316455696"	"1"	"5.08053942582064"	"COL10A1|1300"	"MYL9|10398"	"PYCR1|5831"
"468"	"468"	"1"	"1"	"1"	"3.83541422115864"	"EPAS1|2034"	"PYCR1|5831"	"SLC19A1|6573"
"469"	"469"	"1"	"1"	"1"	"4.26221206078198"	"COL10A1|1300"	"MYL9|10398"	"PYCR1|5831"
"470"	"470"	"0.977777777777778"	"0.974683544303797"	"1"	"4.28972942771643"	"C13orf15|28984"	"PYCR1|5831"	"SLC19A1|6573"
"471"	"471"	"0.988888888888889"	"0.987341772151899"	"1"	"4.12849672867685"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"472"	"472"	"0.977777777777778"	"0.974683544303797"	"1"	"4.01322231315304"	"EPAS1|2034"	"GOLM1|51280"	"PYCR1|5831"
"473"	"473"	"1"	"1"	"1"	"3.79915967978401"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"474"	"474"	"1"	"1"	"1"	"4.01220635027201"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"475"	"475"	"0.977777777777778"	"0.974683544303797"	"1"	"4.13597349773022"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"476"	"476"	"1"	"1"	"1"	"3.855885569523"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"477"	"477"	"1"	"1"	"1"	"3.73435262570686"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"478"	"478"	"0.966666666666667"	"0.962025316455696"	"1"	"4.09085619666271"	"CORO1C|23603"	"RTKN2|219790"	"TOP2A|7153"
"479"	"479"	"0.977777777777778"	"0.974683544303797"	"1"	"4.11054272984443"	"PYCR1|5831"	"RTKN2|219790"	"SLC19A1|6573"
"480"	"480"	"0.977777777777778"	"0.974683544303797"	"1"	"4.36288571555404"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"481"	"481"	"1"	"1"	"1"	"3.99551582597668"	"FADS3|3995"	"PYCR1|5831"	"RTKN2|219790"
"482"	"482"	"0.988888888888889"	"0.987341772151899"	"1"	"3.92555883235045"	"C13orf15|28984"	"PYCR1|5831"	"SLC19A1|6573"
"483"	"483"	"1"	"1"	"1"	"4.27509305563409"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"484"	"484"	"0.988888888888889"	"0.987341772151899"	"1"	"4.31123668729988"	"RTKN2|219790"	"TMPRSS4|56649"	"TOP2A|7153"
"485"	"485"	"0.977777777777778"	"0.974683544303797"	"1"	"4.40035637561928"	"ETV4|2118"	"RTKN2|219790"	"TOP2A|7153"
"486"	"486"	"0.977777777777778"	"0.974683544303797"	"1"	"4.15228851560983"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"487"	"487"	"0.966666666666667"	"0.962025316455696"	"1"	"4.55208772492149"	"C13orf15|28984"	"PYCR1|5831"	"SLC19A1|6573"
"488"	"488"	"0.988888888888889"	"0.987341772151899"	"1"	"4.01163193363545"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
"489"	"489"	"0.977777777777778"	"0.974683544303797"	"1"	"4.14294163845155"	"PYCR1|5831"	"RTKN2|219790"	"SLC19A1|6573"
"490"	"490"	"0.988888888888889"	"0.987341772151899"	"1"	"3.77862083425492"	"PECAM1|5175"	"PYCR1|5831"	"SLC19A1|6573"
"491"	"491"	"1"	"1"	"1"	"4.09409756763728"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"492"	"492"	"0.988888888888889"	"0.987341772151899"	"1"	"3.71680631331694"	"PNPLA6|10908"	"PYCR1|5831"	"SYNJ2|8871"
"493"	"493"	"0.988888888888889"	"0.987341772151899"	"1"	"4.05753010648604"	"PECAM1|5175"	"PYCR1|5831"	"SLC19A1|6573"
"494"	"494"	"0.988888888888889"	"0.987341772151899"	"1"	"4.06674177715431"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"495"	"495"	"0.988888888888889"	"0.987341772151899"	"1"	"4.22490731160755"	"ASPM|259266"	"ETV4|2118"	"RTKN2|219790"
"496"	"496"	"0.988888888888889"	"0.987341772151899"	"1"	"4.08145841840455"	"PYCR1|5831"	"RTKN2|219790"	"SLC19A1|6573"
"497"	"497"	"0.977777777777778"	"0.974683544303797"	"1"	"4.16828072787723"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"498"	"498"	"0.977777777777778"	"0.974683544303797"	"1"	"4.1393756495352"	"HYAL2|8692"	"PYCR1|5831"	"RTKN2|219790"
"499"	"499"	"0.988888888888889"	"0.987341772151899"	"1"	"4.01485441897727"	"EPAS1|2034"	"PYCR1|5831"	"SLC19A1|6573"
"500"	"500"	"0.988888888888889"	"0.987341772151899"	"1"	"3.88641182361908"	"PYCR1|5831"	"SLC19A1|6573"	"SPTBN2|6712"
